district,state,category,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04
Jangaon,Telangana,deceased,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other State,Telangana,confirmed,,,,,,,,,,,,,,,,,3,3,4,11,11,11,21,37,44,52,55,67,75,87,97,116,116,127,143,155,155,155,224,233,236,236,248,250,250
Other State,Telangana,recovered,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other State,Telangana,deceased,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yadadri Bhuvanagiri,Telangana,confirmed,,,,,,,,,,,,,,,,,,,,,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2
Yadadri Bhuvanagiri,Telangana,recovered,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yadadri Bhuvanagiri,Telangana,deceased,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wanaparthy,Telangana,confirmed,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Wanaparthy,Telangana,recovered,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wanaparthy,Telangana,deceased,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warangal Rural,Telangana,confirmed,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warangal Rural,Telangana,recovered,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warangal Rural,Telangana,deceased,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foreign Evacuees,Telangana,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,24,28,28,28,28,33,33,33,33,33,33
Foreign Evacuees,Telangana,recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Foreign Evacuees,Telangana,deceased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Gomati,Tripura,confirmed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,7,28,28,28,31,31,37,41,51,51
Gomati,Tripura,recovered,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2
Gomati,Tripura,deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Tripura,Tripura,confirmed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,4,4,4,4,4,4,4,5,5,5,7,8,8,8,8,8,9,9,9,9
North Tripura,Tripura,recovered,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,4,4,4,4
North Tripura,Tripura,deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhalai,Tripura,confirmed,,,,,,,,,,,,2,14,27,40,62,62,86,133,149,148,150,150,151,152,160,160,160,160,162,162,162,164,164,164,165,165,165,165,171,171,175,175,194,194
Dhalai,Tripura,recovered,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,27,27,62,83,87,114,114,146,146,150,160,160,160,160,162,162,163,163,163,163,163,163
Dhalai,Tripura,deceased,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khowai,Tripura,confirmed,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1,1,2,2,2,12,13,13,13,14,14,14,16,16,16
Khowai,Tripura,recovered,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Khowai,Tripura,deceased,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sipahijala,Tripura,confirmed,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,5,5,5,5,5,5,5,23,23,50,101,102,102
Sipahijala,Tripura,recovered,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
Sipahijala,Tripura,deceased,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Tripura,Tripura,confirmed,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,2,2,4,4,4,4,5,5,8,13,30,30
South Tripura,Tripura,recovered,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Tripura,Tripura,deceased,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unokoti,Tripura,confirmed,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,4,45,47,47
Unokoti,Tripura,recovered,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Unokoti,Tripura,deceased,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Tripura,Tripura,confirmed,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,6,6,6,8,8,8,8,17,17,19,23,22,22
West Tripura,Tripura,recovered,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Tripura,Tripura,deceased,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agra,Uttar Pradesh,confirmed,306,324,336,346,371,372,384,401,401,468,497,536,596,628,640,655,670,706,743,756,770,794,791,785,794,806,810,815,815,836,845,845,845,850,859,866,873,874,876,875,882,890,896,904,904
Agra,Uttar Pradesh,recovered,18,18,18,18,18,49,52,71,71,91,91,104,104,104,208,208,220,261,261,267,326,326,364,394,394,394,547,547,547,625,675,675,693,725,725,731,739,739,741,755,756,769,770,770,770
Agra,Uttar Pradesh,deceased,6,6,7,7,8,10,10,12,12,14,14,14,14,14,16,16,16,16,21,24,24,24,24,24,24,24,27,27,27,27,28,28,33,33,33,33,33,40,40,40,41,41,45,45,45
Aligarh,Uttar Pradesh,confirmed,2,5,8,8,11,13,23,24,24,35,35,41,42,42,43,50,53,53,55,55,57,60,63,66,66,66,73,78,78,99,110,110,121,126,127,129,129,130,145,145,154,160,162,170,170
Aligarh,Uttar Pradesh,recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,10,10,11,22,22,22,24,24,24,37,39,39,53,53,53,56,59,59,59,59,65,65,66,75,84,87,88,88
Aligarh,Uttar Pradesh,deceased,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,8,8,8,8,9,9,11,12,12,14,15,15,15,15,15,16,16,16,16
Amroha,Uttar Pradesh,confirmed,18,23,23,23,25,25,25,25,25,26,26,30,30,32,32,32,32,33,33,32,32,32,32,33,34,34,34,33,33,35,39,39,43,56,59,59,59,59,60,61,61,61,68,68,68
Amroha,Uttar Pradesh,recovered,0,0,0,0,0,0,5,6,6,6,12,12,18,18,26,26,26,26,26,26,26,26,26,26,26,26,27,29,29,29,29,29,31,31,31,31,31,31,31,31,34,34,34,34,34
Amroha,Uttar Pradesh,deceased,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Auraiya,Uttar Pradesh,confirmed,9,9,10,10,10,10,10,10,10,10,10,10,12,12,13,13,13,13,13,13,16,16,18,18,18,18,20,20,20,20,20,20,22,22,22,22,27,29,29,29,29,29,33,35,35
Auraiya,Uttar Pradesh,recovered,0,0,0,0,0,0,0,4,4,4,4,4,4,4,6,9,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,14,14,15,15,18,18,19,19,19,21,22,22
Auraiya,Uttar Pradesh,deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azamgarh,Uttar Pradesh,confirmed,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,10,10,12,12,14,14,15,31,31,31,40,40,55,56,69,89,89,95,111,122,125,125
Azamgarh,Uttar Pradesh,recovered,0,3,3,3,3,3,3,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,10,10,10,10,13,14,14,14,14
Azamgarh,Uttar Pradesh,deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
Baghpat,Uttar Pradesh,confirmed,15,15,15,15,15,15,15,15,15,15,15,16,17,17,18,18,18,21,21,21,22,25,25,25,25,25,26,26,26,27,27,27,27,29,29,29,30,30,30,40,42,43,44,46,46
Baghpat,Uttar Pradesh,recovered,0,0,0,1,1,1,11,11,11,13,14,14,14,14,14,14,14,16,16,16,16,16,16,16,16,16,18,18,18,20,20,20,24,24,24,24,24,24,24,24,25,26,26,26,26
Baghpat,Uttar Pradesh,deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
Banda,Uttar Pradesh,confirmed,3,3,3,3,3,3,3,4,4,4,7,7,7,7,7,14,17,18,18,20,20,21,21,21,21,21,21,21,21,21,22,22,23,23,23,23,23,23,23,23,24,25,25,25,25
Banda,Uttar Pradesh,recovered,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,10,17,17,20,21,21,21,21,21,21,21,21,21,22,22,23,23,23,23
Banda,Uttar Pradesh,deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bara Banki,Uttar Pradesh,confirmed,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bara Banki,Uttar Pradesh,recovered,0,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bara Banki,Uttar Pradesh,deceased,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bareilly,Uttar Pradesh,confirmed,6,6,6,6,6,6,7,7,7,8,8,10,10,10,10,10,11,11,11,11,11,11,11,11,13,14,17,17,17,26,26,26,39,47,51,51,52,52,53,52,56,56,62,62,62
Bareilly,Uttar Pradesh,recovered,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,17,17,17,20,20,20
Bareilly,Uttar Pradesh,deceased,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
Basti,Uttar Pradesh,confirmed,20,20,20,23,23,23,23,23,23,23,25,32,32,32,32,36,36,35,37,38,41,41,41,46,46,48,52,54,54,104,120,120,119,124,140,143,148,155,156,167,174,191,209,209,209
Basti,Uttar Pradesh,recovered,0,0,0,0,0,5,13,13,13,13,13,13,13,13,13,20,20,24,24,24,24,24,24,24,24,24,26,30,30,30,30,30,28,28,28,43,43,41,41,41,41,42,42,42,42
Basti,Uttar Pradesh,deceased,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
Bhadohi,Uttar Pradesh,confirmed,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,6,7,9,9,9,11,11,14,23,27,30,30,37,38,39,43,44,43,43,43
Bhadohi,Uttar Pradesh,recovered,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7
Bhadohi,Uttar Pradesh,deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bijnor,Uttar Pradesh,confirmed,26,26,29,29,29,29,30,31,31,32,32,34,34,34,34,34,35,33,42,43,43,44,44,46,46,46,46,46,46,58,62,62,70,76,79,80,83,85,88,95,100,101,114,116,116
Bijnor,Uttar Pradesh,recovered,0,0,0,0,0,0,1,1,1,1,21,21,21,21,21,21,21,21,21,24,26,27,27,28,28,28,34,40,40,41,42,42,44,44,45,45,45,47,47,48,60,61,63,63,63
Bijnor,Uttar Pradesh,deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
Budaun,Uttar Pradesh,confirmed,13,13,13,13,13,14,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,34,35,36,36,36,38,38,38,40,41,41,41,41
Budaun,Uttar Pradesh,recovered,0,0,0,0,0,1,1,1,1,1,1,2,5,5,5,5,5,13,13,13,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,33,34,34,34
Budaun,Uttar Pradesh,deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulandshahr,Uttar Pradesh,confirmed,21,22,22,27,38,38,50,50,50,51,51,54,55,55,56,57,57,61,61,69,74,75,75,77,81,81,81,81,81,96,103,103,104,106,107,108,108,111,111,119,121,126,138,157,157
Bulandshahr,Uttar Pradesh,recovered,2,2,2,2,2,5,9,9,9,9,12,13,13,13,21,21,21,33,33,43,51,54,56,56,56,56,58,59,59,61,61,61,71,71,75,79,81,81,80,83,83,84,95,97,97
Bulandshahr,Uttar Pradesh,deceased,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
Etah,Uttar Pradesh,confirmed,3,3,3,3,3,3,3,3,3,4,9,11,11,11,11,12,12,9,9,10,11,11,11,11,11,11,11,11,11,13,13,13,13,13,16,16,23,23,24,29,32,34,38,42,42
Etah,Uttar Pradesh,recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,11,11
Etah,Uttar Pradesh,deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4
Etawah,Uttar Pradesh,confirmed,3,3,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,3,3,2,2,2,2,3,3,4,4,4,4,19,20,20,37,38,43,46,47,49,51,50,51,55,57,57,57
Etawah,Uttar Pradesh,recovered,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,5,5,6,10,26,26
Etawah,Uttar Pradesh,deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
Firozabad,Uttar Pradesh,confirmed,59,65,66,75,83,83,100,100,100,111,124,137,147,158,165,177,178,184,191,194,193,194,194,194,196,199,200,203,203,204,204,204,208,209,219,227,230,238,245,254,273,273,287,288,288
Firozabad,Uttar Pradesh,recovered,3,3,3,3,3,3,3,3,3,10,23,33,40,40,41,48,60,77,77,83,89,99,111,119,119,119,166,174,174,181,184,184,187,188,189,190,192,195,197,197,197,200,202,202,202
Firozabad,Uttar Pradesh,deceased,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,6,6,7,8,8,9,9,10,10,13,13,13,13,13,13
Gautam Buddha Nagar,Uttar Pradesh,confirmed,102,103,103,112,113,117,133,134,134,141,154,159,168,180,193,193,193,211,226,224,230,235,249,249,253,259,269,269,269,302,312,312,334,351,359,362,365,373,386,409,457,484,526,528,528
Gautam Buddha Nagar,Uttar Pradesh,recovered,43,44,54,56,59,71,71,79,79,88,90,94,101,101,109,111,111,121,121,121,135,141,143,159,159,159,189,192,192,206,215,215,230,232,234,234,246,253,261,280,280,283,289,299,299
Gautam Buddha Nagar,Uttar Pradesh,deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,7,7,7,7
Ghaziabad,Uttar Pradesh,confirmed,46,48,52,52,53,58,58,60,60,62,65,68,82,94,104,110,116,126,132,141,145,147,150,169,172,179,188,192,192,199,208,208,226,232,238,243,252,266,278,295,328,328,345,348,348
Ghaziabad,Uttar Pradesh,recovered,13,13,14,16,16,16,31,31,31,44,44,44,50,50,52,52,54,56,56,75,75,75,75,83,83,83,107,132,132,151,157,157,164,172,189,193,196,197,202,202,211,214,217,221,221
Ghaziabad,Uttar Pradesh,deceased,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,5,5,5
Ghazipur,Uttar Pradesh,confirmed,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,8,8,10,14,27,27,35,36,36,49,61,61,77,77,85,92,93,98,102,104,123,126,127,134,134
Ghazipur,Uttar Pradesh,recovered,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,8,8,19,19,30,31,31,72,72,68,68,68,68
Ghazipur,Uttar Pradesh,deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gonda,Uttar Pradesh,confirmed,1,1,1,1,1,1,1,2,2,2,2,3,3,3,8,8,10,11,11,12,18,21,21,21,24,24,29,31,31,36,36,36,39,50,50,52,55,60,63,63,63,65,68,70,70
Gonda,Uttar Pradesh,recovered,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,14,14,14,22,22,24,28,31,33,33,39,38,38,44,44,44
Gonda,Uttar Pradesh,deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hapur,Uttar Pradesh,confirmed,17,18,18,18,18,25,26,26,26,26,33,35,44,44,44,47,54,54,56,56,56,58,60,61,71,71,82,83,83,87,89,89,91,99,99,109,138,138,141,145,148,148,149,150,150
Hapur,Uttar Pradesh,recovered,0,0,0,0,0,0,4,5,5,5,6,6,6,6,14,14,15,21,21,21,22,30,31,31,31,31,37,38,38,42,49,49,57,58,58,63,66,66,68,73,74,75,79,79,79
Hapur,Uttar Pradesh,deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2
Hardoi,Uttar Pradesh,confirmed,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,6,6,13,17,18,18,20,22,22,33,38,38,38,41,43,50,50,50,53,61,77,77
Hardoi,Uttar Pradesh,recovered,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,15,15,15,19,19,19,19
Hardoi,Uttar Pradesh,deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hathras,Uttar Pradesh,confirmed,4,4,4,4,4,4,4,4,4,4,5,6,7,7,7,7,9,9,9,9,19,19,19,19,20,20,20,20,20,20,20,20,22,22,22,22,22,22,23,28,28,33,34,35,35
Hathras,Uttar Pradesh,recovered,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,8,8,8,9,18,18,18,20,20,20,20,20,20,20,20,20,20,20,20
Hathras,Uttar Pradesh,deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaunpur,Uttar Pradesh,confirmed,5,5,5,5,5,5,5,8,8,8,8,8,8,8,8,8,8,9,9,8,11,11,12,13,17,26,26,30,30,31,48,48,123,126,137,138,155,156,169,169,182,183,183,193,193
Jaunpur,Uttar Pradesh,recovered,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8,8,8,8,8,10,10,10,14,14,21,21,24,24,24,58,88,88,92,93,93
Jaunpur,Uttar Pradesh,deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,3,3,3,3,3,3
Kannauj,Uttar Pradesh,confirmed,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,11,16,21,23,24,24,25,25,25,26,28,28,30,36,36,38,42,42,45,57,59,60,72,72,72
Kannauj,Uttar Pradesh,recovered,0,0,0,0,0,0,1,1,1,1,1,3,3,3,3,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,8,14,18,22,22,23,23,25,25,25,25,25,25
Kannauj,Uttar Pradesh,deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kanpur Nagar,Uttar Pradesh,confirmed,75,81,96,125,149,170,197,205,205,210,222,227,256,266,276,292,292,294,294,301,302,307,308,312,312,314,316,317,317,318,323,323,327,328,335,337,337,339,365,367,369,372,388,389,389
Kanpur Nagar,Uttar Pradesh,recovered,1,1,7,7,7,7,7,17,17,17,17,19,19,19,34,34,51,51,51,53,94,148,161,170,170,170,243,269,269,288,288,288,295,300,301,301,302,302,302,304,305,306,306,306,306
Kanpur Nagar,Uttar Pradesh,deceased,1,1,3,3,3,3,3,4,4,4,4,4,4,4,5,5,6,6,6,6,6,6,6,6,6,6,8,8,8,8,9,9,9,11,11,11,11,11,11,11,11,11,13,13,13
Kasganj,Uttar Pradesh,confirmed,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,6,6,6,7,7,7,7,7,8,8,13,13,13,13,15,15,15,15,15,15,16,18,20,20,20,20
Kasganj,Uttar Pradesh,recovered,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,13,13,13,13,13,13,13,13
Kasganj,Uttar Pradesh,deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaushambi,Uttar Pradesh,confirmed,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,6,6,8,8,17,17,33,45,45,44,45,47,47,47,47,48,48,48,49,49,49,49
Kaushambi,Uttar Pradesh,recovered,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,5,5,9,9,10,19,27,29,29,41,43,47,47
Kaushambi,Uttar Pradesh,deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kheri,Uttar Pradesh,confirmed,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kheri,Uttar Pradesh,recovered,0,0,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kheri,Uttar Pradesh,deceased,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucknow,Uttar Pradesh,confirmed,169,170,174,174,193,194,196,201,201,206,214,222,226,226,231,231,237,247,250,250,248,249,264,271,276,287,295,295,295,308,310,310,325,327,327,335,343,349,366,370,386,399,405,409,409
Lucknow,Uttar Pradesh,recovered,9,9,9,9,29,30,37,40,40,62,69,69,69,69,71,161,161,165,165,179,202,211,211,211,211,211,231,231,231,232,241,241,262,264,264,278,279,290,290,296,300,301,306,306,306
Lucknow,Uttar Pradesh,deceased,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,4,4,4,4
